Group,Name,Acronym,SpecificationSourceURL,Category,ParentModel,SimilarModels,Maintainer,Format,Status,NamespaceURI,Year,Notes,CompositionalRole,DefaultLinkType
"Defense, Intelligence & Emergency","Distributed Interactive Simulation","DIS","https://standards.ieee.org/ieee/1278.1/4949/","Protocol","—","HLA","IEEE (via SISO)","Binary PDUs (UDP)","Active (1278.1-2012)","—","2012","Real-time platform-level wargaming PDUs","R8","N/A"
"Defense, Intelligence & Emergency","High Level Architecture","HLA","https://standards.ieee.org/ieee/1516/3744/","Protocol","—","DIS","IEEE (SISO HLA-Evolved)","API + OMT (XML FOM/SOM)","Active (1516-2010)","—","2010","Distributed-sim framework; OMT is meta-template","R8","N/A"
"Defense, Intelligence & Emergency","DoD Discovery Metadata Specification","DDMS","https://www.dni.gov/index.php/who-we-are/organizations/ic-cio/ic-technical-specifications/dod-discovery-metadata","Information Model","—","NIEM-MilOps","US DoD / IC CIO","XML Schema","Active (v5.0)","urn:us:mil:ces:metadata:ddms:4","2013","Resource-discovery metadata for DoD/IC; import candidate","R5","MIX-IN"
"Defense, Intelligence & Emergency","NIEM Military Operations Domain","NIEM-MilOps","https://niemopen.org/community/milops/","Information Model","NIEM Core","JC3IEDM, DDMS","NIEM Open (OASIS); DoD CIO","XML (+JSON-LD)","Active","mo:","2016","Military-ops data components for DoD↔partner exchange; import candidate","R6","COMPOSE"
"Defense, Intelligence & Emergency","Common Alerting Protocol","CAP","https://docs.oasis-open.org/emergency/cap/v1.2/CAP-v1.2-os.html","Messaging Standard","—","EDXL","OASIS (Emergency Mgmt TC)","XML","Active (v1.2; ITU-T X.1303)","urn:oasis:names:tc:emergency:cap:1.2","2010","All-hazard emergency alert/warning format; strongest import candidate","R6","COMPOSE"
"Defense, Intelligence & Emergency","Emergency Data Exchange Language","EDXL","https://docs.oasis-open.org/emergency/edxl-de/v2.0/edxl-de-v2.0.html","Messaging Standard","—","CAP","OASIS (Emergency Mgmt TC)","XML (suite)","Active","urn:oasis:names:tc:emergency:EDXL:DE:2.0","2013","Routing/wrapper + suite (HAVE, RM, SitRep); import candidate","R6","COMPOSE"
"Defense, Intelligence & Emergency","NATO Digital Motion Imagery Standard","STANAG 4609","https://gwg.nga.mil/misb/docs/nato_docs/STANAG_4609_Ed3.pdf","Protocol","MISP","MISB KLV","NATO NSO (aligned MISB)","MPEG-2 TS + H.264/265 + KLV","Active (Ed 5)","—","2020","FMV / motion-imagery transport","R8","N/A"
"Defense, Intelligence & Emergency","MISB KLV Metadata (ST 0601)","MISB KLV","https://gwg.nga.mil/misb/","Messaging Standard","SMPTE ST 336","STANAG 4609","MISB (NGA/GWG)","Binary KLV local set","Active","—","—","Platform/sensor metadata in ISR imagery streams","R6","COMPOSE"
"Defense, Intelligence & Emergency","National Imagery Transmission Format","NITF (NITFS)","https://gwg.nga.mil/ntb/baseline/docs/2500c/index.html","Protocol","ISO BIIF","STANAG 4609","US DoD / NGA (NITFS Board)","Binary file/container","Active (MIL-STD-2500C)","—","2006","Imagery+metadata packaging/dissemination","R8","N/A"
"Retail, Point-of-Sale & Hospitality","ARTS Operational Data Model","ARTS ODM","https://www.omg.org/retail/","Metamodel","—","GS1, Conexxus NAXML","NRF ARTS / OMG Retail DTF","ERD / SQL","Stable (legacy)","—","2000s","Retail enterprise data model; foundation for POSLog & IXRetail; import candidate","R4","REFERENCE"
"Retail, Point-of-Sale & Hospitality","ARTS POSLog","POSLog","https://www.omg.org/retail/schema.htm","Exchange Format","ARTS ODM","NAXML, UnifiedPOS","NRF ARTS / OMG","XML Schema","Stable (v6.0)","—","2018","De-facto POS transaction log format; strong import candidate","R6","COMPOSE"
"Retail, Point-of-Sale & Hospitality","IXRetail (ARTS XML)","IXRetail","https://www.omg.org/retail/","Schema Language","ARTS ODM","POSLog","NRF ARTS / OMG","XML Schema","Stable (legacy)","—","2000s","XML message sets for in-store integration","R8","N/A"
"Retail, Point-of-Sale & Hospitality","ARTS XML Digital Receipt","ARTS DR","https://www.omg.org/spec/DRAPI/1.0/","Exchange Format","POSLog","GS1 Digital Receipt","NRF ARTS / OMG","XML Schema + API","Stable (v1.0)","—","2012","Basis for national e-receipt extensions; import candidate","R6","COMPOSE"
"Retail, Point-of-Sale & Hospitality","UnifiedPOS","UPOS","https://www.omg.org/spec/UPOS/","Framework","—","OPOS, JavaPOS","OMG (Retail DTF)","Spec (UML/IDL)","Stable (v1.15)","urn:omg:spec:UPOS","2021","OS/language-neutral POS peripheral architecture","R8","N/A"
"Retail, Point-of-Sale & Hospitality","OPOS","OPOS","https://www.omg.org/spec/UPOS/","Framework","UnifiedPOS","JavaPOS","OMG / NRF","COM/ActiveX","Stable","—","1996","UPOS-conformant COM mapping (Windows)","R8","N/A"
"Retail, Point-of-Sale & Hospitality","JavaPOS","JavaPOS","https://www.omg.org/spec/UPOS/","Framework","UnifiedPOS","OPOS","OMG / NRF","Java API","Stable","—","1999","UPOS-conformant OS-neutral Java mapping","R8","N/A"
"Retail, Point-of-Sale & Hospitality","POS for .NET","POS for .NET","https://www.omg.org/spec/UPOS/","Framework","UnifiedPOS","OPOS, JavaPOS","OMG / Microsoft",".NET API","Stable","—","2004","UPOS-conformant .NET mapping","R8","N/A"
"Retail, Point-of-Sale & Hospitality","Conexxus NAXML","NAXML","https://www.conexxus.org/public-standards","Exchange Format","PCATS","ARTS POSLog","Conexxus (ex-PCATS/NACS)","XML Schema","Stable","—","2000s","Convenience-store & fuel retail integration; import candidate","R6","COMPOSE"
"Retail, Point-of-Sale & Hospitality","PCATS (legacy umbrella)","PCATS","https://www.conexxus.org/our-work-standards-overview","Framework","—","NAXML","Conexxus","—","Superseded (renamed Conexxus)","—","2002","Petroleum Convenience Alliance for Technology Standards; now Conexxus","R8","N/A"
"Retail, Point-of-Sale & Hospitality","Conexxus Retail Financial Transactions","RFT","https://www.conexxus.org/abstracts/retail-financial-transactions-rft-standards","Messaging Standard","NAXML","EPS, ISO 8583","Conexxus","XML","Stable","—","2010s","Payment device/POS messaging for fuel & convenience","R6","COMPOSE"
"Retail, Point-of-Sale & Hospitality","HTNG Interface Specifications","HTNG","https://www.isao.org/group/htng/","Exchange Format","OpenTravel","OTA","HTNG (under AHLA/ISAO)","XML / SOAP","Stable","—","2002","Plug-and-play hotel system interfaces on OpenTravel schemas","R8","N/A"
"Retail, Point-of-Sale & Hospitality","OpenTravel Hospitality Specification","OTA-Hospitality","https://opentravel.org/","Exchange Format","—","HTNG","OpenTravel Alliance","XML Schema","Stable","—","1999","Hospitality message schemas underpinning HTNG","R6","COMPOSE"
"Retail, Point-of-Sale & Hospitality","Open Food Facts","OFF","https://openfoodfacts.github.io/openfoodfacts-server/api/","API Description","—","GS1 GDSN","Open Food Facts (non-profit)","JSON / REST (v3)","Active (v3.x)","—","2012","Crowd-sourced food product database; import candidate","R4","REFERENCE"
"Retail, Point-of-Sale & Hospitality","GDST Standard","GDST","https://thegdst.org/resources/standard/","Exchange Format","EPCIS","GDSN","Global Dialogue on Seafood Traceability","Data spec + API","Stable (v1.2)","https://developer.thegdst.org/","2020","Interoperable seafood supply-chain traceability; import candidate","R6","COMPOSE"
"Retail, Point-of-Sale & Hospitality","ONVIF Profiles","ONVIF","https://www.onvif.org/profiles/specifications/","Protocol","—","PSIA","ONVIF","SOAP/WSDL, REST","Stable","http://www.onvif.org/ver10/","2008","Retail/loss-prevention camera interoperability","R8","N/A"
"ESG, Sustainability & Climate Reporting","European Sustainability Reporting Standards","ESRS","https://www.efrag.org/en/sustainability-reporting","Framework","CSRD","IFRS S1/S2, GRI","EFRAG (for EU Commission)","Standard + XBRL taxonomy","In force (Set 1)","—","2023","Double-materiality; ESRS XBRL → ESEF; import candidate (datapoint dictionary)","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","ESRS XBRL Taxonomy","ESRS Taxonomy","https://www.efrag.org/en/projects/esrs-xbrl-taxonomy/concluded","Schema Language","ESRS","ESEF, GRI taxonomy","EFRAG / ESMA","XBRL","Concluded set 1","—","2024","Machine-readable ESRS datapoints; strong import candidate","R8","EXTEND"
"ESG, Sustainability & Climate Reporting","IFRS S1 General Requirements","IFRS S1","https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s1-general-requirements/","Framework","ISSB","ESRS, SASB","ISSB / IFRS Foundation","Standard + XBRL taxonomy","In force","—","2023","Global baseline; investor-focused","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","IFRS S2 Climate-related Disclosures","IFRS S2","https://www.ifrs.org/","Framework","ISSB","TCFD, ESRS E1","ISSB / IFRS Foundation","Standard + XBRL taxonomy","In force","—","2023","Fully incorporates TCFD recommendations","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","TCFD Recommendations","TCFD","https://www.fsb-tcfd.org/","Framework","FSB","IFRS S2, TNFD","FSB (disbanded 2023; → ISSB)","Framework (PDF)","Superseded by ISSB","—","2017","Four-pillar model; now consolidated into IFRS S2","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","TNFD Recommendations","TNFD","https://tnfd.global/publication/recommendations-of-the-taskforce-on-nature-related-financial-disclosures/","Framework","TCFD model","TCFD, ESRS E4","TNFD","Framework (PDF)","Final v1.0","—","2023","Nature analogue of TCFD; 14 recommended disclosures","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","GRI Standards","GRI","https://www.globalreporting.org/standards/","Framework","—","ESRS, SASB","GSSB / Global Reporting Initiative","Standards + XBRL taxonomy","In force","—","2021","Universal + Sector + Topic standards; import candidate","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","SASB Standards","SASB","https://www.ifrs.org/issued-standards/sasb-standards/","Framework","ISSB","GRI, IFRS S1","ISSB / IFRS Foundation","Standards","Maintained","—","2018","77 industry standards; now under ISSB stewardship","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","CDP Disclosure System","CDP","https://www.cdp.net/","Framework","—","ESRS, IFRS S2","CDP (non-profit)","Questionnaire / platform","Active","—","2000","Climate/water/forests disclosure; aligned with ISSB","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","EU Taxonomy","EU Taxonomy","https://finance.ec.europa.eu/sustainable-finance/tools-and-standards/eu-taxonomy-sustainable-activities_en","Framework","EU Reg 2020/852","—","European Commission","Regulation + Delegated Acts","In force","—","2020","Defines environmentally sustainable economic activities","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","SFDR","SFDR","https://finance.ec.europa.eu/sustainable-finance/disclosures/sustainability-related-disclosure-financial-services-sector_en","Framework","EU Reg 2019/2088","EU Taxonomy","European Commission / ESAs","Regulation + RTS","In force","—","2019","Disclosure for financial market participants","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","European Single Electronic Format","ESEF","https://www.esma.europa.eu/issuer-disclosure/electronic-reporting","Schema Language","iXBRL","ESRS taxonomy","ESMA","Inline XBRL (RTS)","In force","—","2020","Mandatory iXBRL for EU-listed annual reports","R8","EXTEND"
"ESG, Sustainability & Climate Reporting","PCAF Global GHG Accounting Standard","PCAF","https://carbonaccountingfinancials.com/","Framework","GHG Protocol Scope 3","SBTi","PCAF","Standard (PDF)","In force","—","2020","Methodology for financed/facilitated emissions","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","Science Based Targets initiative","SBTi","https://sciencebasedtargets.org/","Framework","GHG Protocol","PCAF","SBTi","Criteria + tools","Active","—","2015","Net-zero & near-term target validation","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","ISO 14068-1 Carbon Neutrality","ISO 14068-1","https://www.iso.org/standard/43279.html","Framework","ISO 14060 family","PAS 2060","ISO/TC 207","Standard","Published","—","2023","Transition to net zero; supersedes PAS 2060","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","ISO 14001 Environmental Mgmt Systems","ISO 14001","https://www.iso.org/standard/60857.html","Framework","ISO 14000 family","EMAS","ISO/TC 207","Standard","In force","—","2015","Foundational EMS standard","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","ISO 14025 Type III EPD","ISO 14025","https://www.iso.org/standard/38131.html","Framework","ISO 14020 family","EN 15804","ISO/TC 207","Standard","In force","—","2006","Defines Type III EPDs; basis for International EPD System","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","Construction EPD core rules","EN 15804","https://www.cencenelec.eu/","Schema Language","ISO 14025","ISO 21930","CEN/TC 350","Standard","In force (A2:2019)","—","2012","Core PCR for construction-product EPDs; import candidate","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","ecoinvent Database","ecoinvent","https://ecoinvent.org/","Code List","ILCD","GaBi/Sphera","ecoinvent Association","ILCD / EcoSpold","Active (v3.x)","—","2003","Reference LCI dataset library","R2","REFERENCE"
"ESG, Sustainability & Climate Reporting","ILCD Data Format","ILCD","https://eplca.jrc.ec.europa.eu/","Exchange Format","—","EcoSpold","EC Joint Research Centre (JRC)","XML","Stable","—","2010","International Reference Life Cycle Data System format; import candidate","R8","N/A"
"ESG, Sustainability & Climate Reporting","Open Footprint Standard","OFP","https://pubs.opengroup.org/open-footprint/data-model/snapshot1/","Information Model","—","ESRS, GHG Protocol","The Open Group Open Footprint Forum","Data model + API","Edition 1.0","https://pubs.opengroup.org/open-footprint/","2024","Vendor-neutral GHG data model/API; strong import candidate","R4","REFERENCE"
"ESG, Sustainability & Climate Reporting","UN SDG Global Indicator Framework","SDG Indicators","https://unstats.un.org/sdgs/indicators/indicators-list/","Framework","A/RES/71/313","—","UN Statistics Division (IAEG-SDGs)","List + SDMX DSD","In force","—","2017","234 global indicators for the 2030 Agenda; import candidate","R2","REFERENCE"
"Tax, e-Invoicing & Audit","Cross Industry Invoice","CII","https://unece.org/trade/uncefact/xml-schemas","Exchange Format","UN/CEFACT SCRDM","UBL","UN/CEFACT (UNECE)","XML (D16B)","In force","urn:un:unece:uncefact:data:standard:CrossIndustryInvoice:100","2016","EN 16931 reference syntax; XML inside Factur-X/ZUGFeRD; import candidate","R6","COMPOSE"
"Tax, e-Invoicing & Audit","Factur-X / ZUGFeRD","Factur-X","https://fnfe-mpe.org/factur-x/","Exchange Format","EN 16931; CII","FatturaPA, PINT","FNFE-MPE (FR) + FeRD (DE)","PDF/A-3 + CII XML","In force (1.08 / 2.4)","—","2025","Hybrid PDF embedding CII; French reform carrier; import candidate","R6","COMPOSE"
"Tax, e-Invoicing & Audit","FatturaPA","FatturaPA","https://www.fatturapa.gov.it/","Exchange Format","EN 16931","CFDI, DTE","Agenzia delle Entrate (IT)","XML (XSD)","Mandatory (v1.2.2)","http://ivaservizi.agenziaentrate.gov.it/docs/xsd/fatture/v1.2","2025","Routed via SdI; import candidate","R6","COMPOSE"
"Tax, e-Invoicing & Audit","GST e-Invoice schema","INV-01","https://einvoice1.gst.gov.in/","Schema Language","—","CFDI, NF-e","GSTN / NIC (India)","JSON Schema","Mandatory (v1.1)","—","2020","IRP returns signed JSON + IRN + QR","R6","COMPOSE"
